date,setup_id,direction,session,entry_time,exit_time,hold_minutes,entry_price,stop_price,target_price,risk_points,exit_price,exit_type,pnl_points,pnl_usd,r_multiple,risk_reward,reasoning
2019-11-06,S-REV-201911062135,short,overnight,2019-11-06T21:35:00,2019-11-06T21:37:00,2.0,9602.8,9605.09,9578.35,2.29,9605.09,HARD_STOP,-2.29,-48.92,-1.0,10.67,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-06,S-REV-201911062205,short,overnight,2019-11-06T22:05:00,2019-11-06T22:38:00,33.0,9608.03,9612.07,9578.35,4.04,9608.03,HARD_STOP,0.0,-3.1,0.0,7.35,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-06,S-REV-201911062224,short,overnight,2019-11-06T22:24:00,2019-11-06T22:26:00,2.0,9608.03,9610.62,9578.35,2.58,9610.62,HARD_STOP,-2.58,-54.74,-1.0,11.5,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-06,S-REV-201911062226,short,overnight,2019-11-06T22:26:00,2019-11-06T22:55:00,29.0,9608.03,9612.94,9578.35,4.91,9608.03,HARD_STOP,0.0,-3.1,0.0,6.05,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-06,S-REV-201911062245,short,overnight,2019-11-06T22:45:00,2019-11-06T22:51:00,6.0,9603.67,9607.41,9578.35,3.75,9607.41,HARD_STOP,-3.75,-78.02,-1.0,6.76,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-06,S-REV-201911062304,short,overnight,2019-11-06T23:04:00,2019-11-06T23:23:00,19.0,9603.67,9607.71,9578.35,4.04,9603.67,HARD_STOP,0.0,-3.1,0.0,6.27,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-06,S-REV-201911062316,short,overnight,2019-11-06T23:16:00,2019-11-06T23:23:00,7.0,9602.8,9605.38,9578.35,2.58,9602.8,HARD_STOP,0.0,-3.1,0.0,9.47,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-06,S-REV-201911062325,short,overnight,2019-11-06T23:25:00,2019-11-06T23:34:00,9.0,9602.8,9605.96,9578.35,3.16,9602.8,HARD_STOP,0.0,-3.1,0.0,7.73,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-06,S-REV-201911062327,short,overnight,2019-11-06T23:27:00,2019-11-06T23:34:00,7.0,9602.8,9605.67,9578.35,2.87,9602.8,HARD_STOP,0.0,-3.1,0.0,8.51,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-06,S-REV-201911062329,short,overnight,2019-11-06T23:29:00,2019-11-06T23:34:00,5.0,9602.8,9605.38,9578.35,2.58,9602.8,HARD_STOP,0.0,-3.1,0.0,9.47,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-06,S-REV-201911062331,short,overnight,2019-11-06T23:31:00,2019-11-07T00:34:00,63.0,9600.18,9604.8,9578.35,4.62,9600.18,HARD_STOP,0.0,-3.1,0.0,4.73,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-06,S-REV-201911062344,short,overnight,2019-11-06T23:44:00,2019-11-07T00:34:00,50.0,9600.18,9604.21,9578.35,4.04,9600.18,HARD_STOP,0.0,-3.1,0.0,5.41,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070053,short,pre_market,2019-11-07T00:53:00,2019-11-07T01:16:00,23.0,9600.18,9604.5,9578.35,4.33,9600.18,HARD_STOP,0.0,-3.1,0.0,5.04,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070132,short,pre_market,2019-11-07T01:32:00,2019-11-07T02:36:00,64.0,9600.18,9603.92,9578.35,3.75,9600.18,HARD_STOP,0.0,-3.1,0.0,5.83,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070136,short,pre_market,2019-11-07T01:36:00,2019-11-07T02:36:00,60.0,9600.18,9603.92,9578.35,3.75,9600.18,HARD_STOP,0.0,-3.1,0.0,5.83,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070243,short,pre_market,2019-11-07T02:43:00,2019-11-07T03:10:00,27.0,9607.74,9614.11,9578.35,6.36,9607.74,HARD_STOP,0.0,-3.1,0.0,4.62,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070246,short,pre_market,2019-11-07T02:46:00,2019-11-07T02:49:00,3.0,9607.74,9611.49,9578.35,3.75,9611.49,HARD_STOP,-3.75,-78.02,-1.0,7.85,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070249,short,pre_market,2019-11-07T02:49:00,2019-11-07T03:10:00,21.0,9607.74,9613.82,9578.35,6.07,9607.74,HARD_STOP,0.0,-3.1,0.0,4.84,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070255,short,pre_market,2019-11-07T02:55:00,2019-11-07T02:58:00,3.0,9607.74,9610.91,9578.35,3.16,9607.74,HARD_STOP,0.0,-3.1,0.0,9.29,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070257,short,pre_market,2019-11-07T02:57:00,2019-11-07T02:58:00,1.0,9607.74,9611.2,9578.35,3.45,9607.74,HARD_STOP,0.0,-3.1,0.0,8.51,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070301,short,pre_market,2019-11-07T03:01:00,2019-11-07T03:03:00,2.0,9607.74,9611.49,9578.35,3.75,9607.74,HARD_STOP,0.0,-3.1,0.0,7.85,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070305,short,pre_market,2019-11-07T03:05:00,2019-11-07T03:10:00,5.0,9602.5,9606.83,9578.35,4.33,9606.83,HARD_STOP,-4.33,-89.66,-1.0,5.58,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070431,short,pre_market,2019-11-07T04:31:00,2019-11-07T04:34:00,3.0,9618.8,9621.67,9602.64,2.87,9621.67,HARD_STOP,-2.87,-60.56,-1.0,5.63,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070440,short,pre_market,2019-11-07T04:40:00,2019-11-07T04:45:00,5.0,9618.8,9622.55,9601.76,3.75,9618.8,HARD_STOP,0.0,-3.1,0.0,4.55,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070447,short,pre_market,2019-11-07T04:47:00,2019-11-07T04:48:00,1.0,9614.44,9617.02,9578.35,2.58,9614.44,HARD_STOP,0.0,-3.1,0.0,13.97,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-07,S-REV-201911070450,short,pre_market,2019-11-07T04:50:00,2019-11-07T04:52:00,2.0,9614.44,9617.02,9578.35,2.58,9614.44,HARD_STOP,0.0,-3.1,0.0,13.97,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-12,S-REV-201911120425,short,pre_market,2019-11-12T04:25:00,2019-11-12T07:15:00,170.0,9657.21,9661.83,9615.6,4.62,9615.6,TARGET_HIT,41.61,829.14,9.01,9.01,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-14,S-REV-201911141508,short,power_hour,2019-11-14T15:08:00,2019-11-14T21:59:00,411.0,9661.58,9665.32,9619.67,3.75,9661.58,HARD_STOP,0.0,-3.1,0.0,11.19,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-14,S-REV-201911142202,short,overnight,2019-11-14T22:02:00,2019-11-14T22:10:00,8.0,9661.58,9664.74,9619.67,3.16,9661.58,HARD_STOP,0.0,-3.1,0.0,13.24,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150048,short,pre_market,2019-11-15T00:48:00,2019-11-15T01:29:00,41.0,9661.58,9665.03,9619.67,3.45,9661.58,HARD_STOP,0.0,-3.1,0.0,12.13,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150052,short,pre_market,2019-11-15T00:52:00,2019-11-15T01:29:00,37.0,9661.58,9665.03,9619.67,3.45,9661.58,HARD_STOP,0.0,-3.1,0.0,12.13,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150136,short,pre_market,2019-11-15T01:36:00,2019-11-15T01:39:00,3.0,9661.58,9665.61,9619.67,4.04,9665.61,HARD_STOP,-4.04,-83.84,-1.0,10.38,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150204,short,pre_market,2019-11-15T02:04:00,2019-11-15T02:19:00,15.0,9670.02,9672.6,9619.67,2.58,9672.6,HARD_STOP,-2.58,-54.74,-1.0,19.5,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150208,short,pre_market,2019-11-15T02:08:00,2019-11-15T02:19:00,11.0,9670.02,9672.31,9619.67,2.29,9672.31,HARD_STOP,-2.29,-48.92,-1.0,21.97,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150216,short,pre_market,2019-11-15T02:16:00,2019-11-15T02:19:00,3.0,9670.02,9673.18,9619.67,3.16,9673.18,HARD_STOP,-3.16,-66.38,-1.0,15.91,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150233,short,pre_market,2019-11-15T02:33:00,2019-11-15T03:17:00,44.0,9670.02,9676.38,9619.67,6.36,9670.02,HARD_STOP,0.0,-3.1,0.0,7.91,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150324,short,pre_market,2019-11-15T03:24:00,2019-11-15T03:32:00,8.0,9670.02,9675.51,9619.67,5.49,9670.02,HARD_STOP,0.0,-3.1,0.0,9.17,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150331,short,pre_market,2019-11-15T03:31:00,2019-11-15T04:00:00,29.0,9670.02,9676.38,9619.67,6.36,9676.38,HARD_STOP,-6.36,-130.4,-1.0,7.91,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150351,short,pre_market,2019-11-15T03:51:00,2019-11-15T03:57:00,6.0,9671.18,9674.63,9619.67,3.45,9671.18,HARD_STOP,0.0,-3.1,0.0,14.91,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150354,short,pre_market,2019-11-15T03:54:00,2019-11-15T03:57:00,3.0,9671.18,9673.76,9619.67,2.58,9671.18,HARD_STOP,0.0,-3.1,0.0,19.95,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150359,short,pre_market,2019-11-15T03:59:00,2019-11-15T04:00:00,1.0,9672.93,9676.09,9619.67,3.16,9676.09,HARD_STOP,-3.16,-66.38,-1.0,16.83,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150443,short,pre_market,2019-11-15T04:43:00,2019-11-15T05:01:00,18.0,9674.09,9677.84,9619.67,3.75,9674.09,HARD_STOP,0.0,-3.1,0.0,14.53,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150445,short,pre_market,2019-11-15T04:45:00,2019-11-15T05:02:00,17.0,9671.18,9675.8,9619.67,4.62,9675.8,HARD_STOP,-4.62,-95.48,-1.0,11.15,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150450,short,pre_market,2019-11-15T04:50:00,2019-11-15T05:01:00,11.0,9671.18,9675.51,9619.67,4.33,9675.51,HARD_STOP,-4.33,-89.66,-1.0,11.9,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150455,short,pre_market,2019-11-15T04:55:00,2019-11-15T05:01:00,6.0,9669.14,9674.05,9619.67,4.91,9674.05,HARD_STOP,-4.91,-101.3,-1.0,10.08,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150524,short,pre_market,2019-11-15T05:24:00,2019-11-15T05:33:00,9.0,9671.18,9674.63,9619.67,3.45,9671.18,HARD_STOP,0.0,-3.1,0.0,14.91,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150528,short,pre_market,2019-11-15T05:28:00,2019-11-15T05:33:00,5.0,9671.18,9675.22,9619.67,4.04,9671.18,HARD_STOP,0.0,-3.1,0.0,12.76,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150540,short,pre_market,2019-11-15T05:40:00,2019-11-15T05:43:00,3.0,9671.18,9675.22,9619.67,4.04,9675.22,HARD_STOP,-4.04,-83.84,-1.0,12.76,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150602,short,pre_market,2019-11-15T06:02:00,2019-11-15T06:16:00,14.0,9674.09,9678.13,9619.67,4.04,9678.13,HARD_STOP,-4.04,-83.84,-1.0,13.48,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150605,short,pre_market,2019-11-15T06:05:00,2019-11-15T06:12:00,7.0,9674.09,9676.67,9619.67,2.58,9676.67,HARD_STOP,-2.58,-54.74,-1.0,21.08,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150623,short,pre_market,2019-11-15T06:23:00,2019-11-15T06:27:00,4.0,9674.09,9677.25,9619.67,3.16,9674.09,HARD_STOP,0.0,-3.1,0.0,17.2,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150656,short,pre_market,2019-11-15T06:56:00,2019-11-15T07:03:00,7.0,9674.09,9676.38,9619.67,2.29,9674.09,HARD_STOP,0.0,-3.1,0.0,23.75,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150729,short,pre_market,2019-11-15T07:29:00,2019-11-15T07:44:00,15.0,9674.09,9676.96,9619.67,2.87,9674.09,HARD_STOP,0.0,-3.1,0.0,18.94,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150730,short,pre_market,2019-11-15T07:30:00,2019-11-15T07:41:00,11.0,9672.93,9676.38,9619.67,3.45,9672.93,HARD_STOP,0.0,-3.1,0.0,15.41,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150732,short,pre_market,2019-11-15T07:32:00,2019-11-15T07:39:00,7.0,9671.18,9673.76,9619.67,2.58,9671.18,HARD_STOP,0.0,-3.1,0.0,19.95,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150745,short,pre_market,2019-11-15T07:45:00,2019-11-15T08:04:00,19.0,9674.09,9676.38,9619.67,2.29,9674.09,HARD_STOP,0.0,-3.1,0.0,23.75,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150746,short,pre_market,2019-11-15T07:46:00,2019-11-15T08:04:00,18.0,9671.18,9674.05,9619.67,2.87,9674.05,HARD_STOP,-2.87,-60.56,-1.0,17.93,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150800,short,pre_market,2019-11-15T08:00:00,2019-11-15T08:48:00,48.0,9671.18,9674.63,9619.67,3.45,9671.18,HARD_STOP,0.0,-3.1,0.0,14.91,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150805,short,pre_market,2019-11-15T08:05:00,2019-11-15T08:50:00,45.0,9672.93,9675.22,9619.67,2.29,9672.93,HARD_STOP,0.0,-3.1,0.0,23.24,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150807,short,pre_market,2019-11-15T08:07:00,2019-11-15T08:48:00,41.0,9671.18,9673.47,9619.67,2.29,9671.18,HARD_STOP,0.0,-3.1,0.0,22.48,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-15,S-REV-201911150849,short,pre_market,2019-11-15T08:49:00,2019-11-15T08:50:00,1.0,9671.18,9673.47,9619.67,2.29,9673.47,HARD_STOP,-2.29,-48.92,-1.0,22.48,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171104,short,open_drive,2019-11-17T11:04:00,2019-11-17T11:12:00,8.0,9672.93,9676.38,9619.67,3.45,9676.38,HARD_STOP,-3.45,-72.2,-1.0,15.41,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171136,short,open_drive,2019-11-17T11:36:00,2019-11-17T11:54:00,18.0,9674.96,9677.25,9619.67,2.29,9674.96,HARD_STOP,0.0,-3.1,0.0,24.13,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171140,short,open_drive,2019-11-17T11:40:00,2019-11-17T11:54:00,14.0,9674.09,9677.25,9619.67,3.16,9674.09,HARD_STOP,0.0,-3.1,0.0,17.2,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171200,short,midday,2019-11-17T12:00:00,2019-11-17T12:02:00,2.0,9672.93,9676.38,9619.67,3.45,9676.38,HARD_STOP,-3.45,-72.2,-1.0,15.41,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171210,short,midday,2019-11-17T12:10:00,2019-11-17T12:34:00,24.0,9674.09,9678.13,9619.67,4.04,9674.09,HARD_STOP,0.0,-3.1,0.0,13.48,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171219,short,midday,2019-11-17T12:19:00,2019-11-17T13:01:00,42.0,9670.89,9676.67,9619.67,5.78,9676.67,HARD_STOP,-5.78,-118.76,-1.0,8.86,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171245,short,midday,2019-11-17T12:45:00,2019-11-17T13:01:00,16.0,9672.93,9676.67,9619.67,3.75,9676.67,HARD_STOP,-3.75,-78.02,-1.0,14.22,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171302,short,midday,2019-11-17T13:02:00,2019-11-17T13:17:00,15.0,9674.96,9678.42,9619.67,3.45,9678.42,HARD_STOP,-3.45,-72.2,-1.0,16.0,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171306,short,midday,2019-11-17T13:06:00,2019-11-17T13:10:00,4.0,9674.96,9677.25,9619.67,2.29,9674.96,HARD_STOP,0.0,-3.1,0.0,24.13,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171309,short,midday,2019-11-17T13:09:00,2019-11-17T13:16:00,7.0,9672.93,9676.38,9619.67,3.45,9676.38,HARD_STOP,-3.45,-72.2,-1.0,15.41,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171312,short,midday,2019-11-17T13:12:00,2019-11-17T13:17:00,5.0,9674.09,9677.25,9619.67,3.16,9677.25,HARD_STOP,-3.16,-66.38,-1.0,17.2,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171325,short,midday,2019-11-17T13:25:00,2019-11-17T13:36:00,11.0,9674.96,9677.25,9619.67,2.29,9674.96,HARD_STOP,0.0,-3.1,0.0,24.13,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171327,short,midday,2019-11-17T13:27:00,2019-11-17T13:36:00,9.0,9674.96,9677.25,9619.67,2.29,9674.96,HARD_STOP,0.0,-3.1,0.0,24.13,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171328,short,midday,2019-11-17T13:28:00,2019-11-17T13:35:00,7.0,9674.09,9676.96,9619.67,2.87,9674.09,HARD_STOP,0.0,-3.1,0.0,18.94,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171331,short,midday,2019-11-17T13:31:00,2019-11-17T13:35:00,4.0,9674.09,9676.67,9619.67,2.58,9674.09,HARD_STOP,0.0,-3.1,0.0,21.08,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171339,short,midday,2019-11-17T13:39:00,2019-11-17T13:50:00,11.0,9674.96,9678.71,9619.67,3.75,9678.71,HARD_STOP,-3.75,-78.02,-1.0,14.76,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171340,short,midday,2019-11-17T13:40:00,2019-11-17T13:49:00,9.0,9674.09,9677.25,9619.67,3.16,9677.25,HARD_STOP,-3.16,-66.38,-1.0,17.2,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-17,S-REV-201911171345,short,midday,2019-11-17T13:45:00,2019-11-17T13:49:00,4.0,9674.09,9676.67,9619.67,2.58,9676.67,HARD_STOP,-2.58,-54.74,-1.0,21.08,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-18,S-REV-201911182027,short,overnight,2019-11-18T20:27:00,2019-11-18T20:39:00,12.0,9728.5,9733.12,9619.67,4.62,9728.5,HARD_STOP,0.0,-3.1,0.0,23.56,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-18,S-REV-201911182105,short,overnight,2019-11-18T21:05:00,2019-11-18T21:13:00,8.0,9728.5,9731.09,9619.67,2.58,9728.5,HARD_STOP,0.0,-3.1,0.0,42.15,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-18,S-REV-201911182115,short,overnight,2019-11-18T21:15:00,2019-11-18T21:21:00,6.0,9728.5,9731.09,9619.67,2.58,9731.09,HARD_STOP,-2.58,-54.74,-1.0,42.15,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-18,S-REV-201911182124,short,overnight,2019-11-18T21:24:00,2019-11-18T21:33:00,9.0,9728.5,9731.38,9619.67,2.87,9731.38,HARD_STOP,-2.87,-60.56,-1.0,37.88,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-18,S-REV-201911182316,short,overnight,2019-11-18T23:16:00,2019-11-18T23:34:00,18.0,9742.76,9745.64,9619.67,2.87,9742.76,HARD_STOP,0.0,-3.1,0.0,42.84,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-18,S-REV-201911182335,short,overnight,2019-11-18T23:35:00,2019-11-18T23:49:00,14.0,9742.76,9745.35,9619.67,2.58,9742.76,HARD_STOP,0.0,-3.1,0.0,47.67,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-18,S-REV-201911182352,short,overnight,2019-11-18T23:52:00,2019-11-19T00:59:00,67.0,9742.76,9746.22,9619.67,3.45,9742.76,HARD_STOP,0.0,-3.1,0.0,35.63,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-19,S-REV-201911190111,short,pre_market,2019-11-19T01:11:00,2019-11-19T02:00:00,49.0,9742.76,9745.05,9619.67,2.29,9742.76,HARD_STOP,0.0,-3.1,0.0,53.73,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-19,S-REV-201911190118,short,pre_market,2019-11-19T01:18:00,2019-11-19T02:00:00,42.0,9742.76,9746.22,9619.67,3.45,9742.76,HARD_STOP,0.0,-3.1,0.0,35.63,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-19,S-REV-201911190227,short,pre_market,2019-11-19T02:27:00,2019-11-20T05:58:00,1651.0,9736.36,9743.31,9619.67,6.95,9619.67,TARGET_HIT,116.69,2330.67,16.8,16.8,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-25,S-REV-201911250849,short,pre_market,2019-11-25T08:49:00,2019-11-25T08:54:00,5.0,9741.02,9747.38,9709.01,6.36,9747.38,HARD_STOP,-6.36,-130.4,-1.0,5.03,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-25,S-REV-201911251415,short,power_hour,2019-11-25T14:15:00,2019-11-26T19:56:00,1781.0,9768.95,9800.34,9709.01,31.39,9800.34,HARD_STOP,-31.39,-630.91,-1.0,1.91,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-27,S-REV-201911270150,short,pre_market,2019-11-27T01:50:00,2019-11-27T02:54:00,64.0,9797.76,9806.45,9709.01,8.69,9797.76,HARD_STOP,0.0,-3.1,0.0,10.21,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-27,S-REV-201911270407,short,pre_market,2019-11-27T04:07:00,2019-11-27T04:16:00,9.0,9812.02,9814.6,9780.3,2.58,9812.02,HARD_STOP,0.0,-3.1,0.0,12.28,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-27,S-REV-201911270433,short,pre_market,2019-11-27T04:33:00,2019-11-27T04:42:00,9.0,9812.02,9814.89,9780.3,2.87,9814.89,HARD_STOP,-2.87,-60.56,-1.0,11.04,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-11-27,S-REV-201911271108,short,open_drive,2019-11-27T11:08:00,2019-11-28T00:01:00,773.0,9823.66,9847.19,9780.3,23.53,9823.66,HARD_STOP,0.0,-3.1,0.0,1.84,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-12-12,S-REV-201912120241,short,pre_market,2019-12-12T02:41:00,2019-12-12T02:59:00,18.0,9831.11,9849.94,9797.45,18.83,9849.94,HARD_STOP,-18.83,-379.68,-1.0,1.79,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-12-12,S-REV-201912121116,short,open_drive,2019-12-12T11:16:00,2019-12-12T11:45:00,29.0,9887.11,9894.33,9823.28,7.22,9894.33,HARD_STOP,-7.22,-147.56,-1.0,8.84,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-12-12,S-REV-201912121202,short,midday,2019-12-12T12:02:00,2019-12-12T12:08:00,6.0,9894.37,9899.27,9823.28,4.9,9894.37,HARD_STOP,0.0,-3.1,0.0,14.5,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-12-12,S-REV-201912121227,short,midday,2019-12-12T12:27:00,2019-12-12T12:39:00,12.0,9900.17,9903.91,9823.28,3.74,9900.17,HARD_STOP,0.0,-3.1,0.0,20.55,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-12-16,S-REV-201912160139,short,pre_market,2019-12-16T01:39:00,2019-12-16T01:49:00,10.0,9943.69,9951.5,9895.24,7.8,9951.5,HARD_STOP,-7.8,-159.16,-1.0,6.21,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-12-19,S-REV-201912190412,short,pre_market,2019-12-19T04:12:00,2019-12-19T04:20:00,8.0,10026.97,10034.19,9990.12,7.22,10034.19,HARD_STOP,-7.22,-147.56,-1.0,5.1,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-12-19,S-REV-201912190440,short,pre_market,2019-12-19T04:40:00,2019-12-19T05:02:00,22.0,10040.6,10045.51,9990.12,4.9,10045.51,HARD_STOP,-4.9,-101.13,-1.0,10.3,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-12-19,S-REV-201912191228,short,midday,2019-12-19T12:28:00,2019-12-19T23:09:00,641.0,10073.1,10075.68,10045.54,2.58,10073.1,HARD_STOP,0.0,-3.1,0.0,10.68,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
2019-12-19,S-REV-201912192320,short,overnight,2019-12-19T23:20:00,2019-12-20T00:43:00,83.0,10074.84,10077.42,10045.54,2.58,10074.84,HARD_STOP,0.0,-3.1,0.0,11.36,HTF Sweep (HTF_SWING) + IFVG Bearish Inversion
