session_date,session_name,side,entry_price,initial_stop,risk_points,r_multiple,applied_rr,applied_sl_default,regime_bucket,gamma_regime,exit_category,pnl_points,entry_time_utc,exit_bar_utc,hold_minutes
2019-06-05,ASIA,buy,7220,7212,8,-0.1875,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-1.5,2019-06-06T05:45:00.000Z,2019-06-06T05:46:00.000Z,1
2019-06-05,NY,buy,7233.25,7225.25,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-06-05T13:30:00.000Z,2019-06-05T13:32:00.000Z,2
2019-06-06,ASIA,sell,7276.75,7284.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-06-07T00:19:00.000Z,2019-06-07T02:37:00.000Z,138
2019-06-06,NY,sell,7251,7259,8,0.03125,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,0.25,2019-06-06T15:30:00.000Z,2019-06-06T15:31:00.000Z,1
2019-06-09,ASIA,sell,7458.25,7463.25,5,-0.1,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_SESSION_END,-0.5,2019-06-10T11:14:00.000Z,2019-06-10T11:15:00.000Z,1
2019-06-10,ASIA,buy,7508,7500,8,-0.0625,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-0.5,2019-06-11T16:02:00.000Z,2019-06-11T16:03:00.000Z,1
2019-06-11,ASIA,buy,7514.75,7506.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-06-12T01:29:00.000Z,2019-06-12T01:32:00.000Z,3
2019-06-11,NY,buy,7569.5,7561.5,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-06-11T13:37:00.000Z,2019-06-11T13:39:00.000Z,2
2019-06-12,ASIA,sell,7494.25,7502.25,8,3,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,24,2019-06-13T00:26:00.000Z,2019-06-13T01:55:00.000Z,89
2019-06-12,NY,buy,7483.25,7476.25,7,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,14,2019-06-12T13:33:00.000Z,2019-06-12T13:38:00.000Z,5
2019-06-13,ASIA,buy,7492.25,7484.25,8,-0.21875,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-1.75,2019-06-14T06:39:00.000Z,2019-06-14T06:40:00.000Z,1
2019-06-13,NY,buy,7504.75,7499.5,5.25,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-5.25,2019-06-13T13:30:00.000Z,2019-06-13T13:30:00.000Z,0
2019-06-14,NY,sell,7476,7481.5,5.5,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,11,2019-06-14T13:32:00.000Z,2019-06-14T13:35:00.000Z,3
2019-06-16,ASIA,sell,7521.75,7526.75,5,-1,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_LOSS,-5,2019-06-17T00:35:00.000Z,2019-06-17T01:18:00.000Z,43
2019-06-17,ASIA,buy,7565,7557,8,0.0625,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,0.5,2019-06-18T01:48:00.000Z,2019-06-18T05:00:00.000Z,192
2019-06-17,NY,sell,7529,7537,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-06-17T13:32:00.000Z,2019-06-17T13:37:00.000Z,5
2019-06-18,ASIA,buy,7686,7678,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-06-19T00:46:00.000Z,2019-06-19T01:32:00.000Z,46
2019-06-18,NY,sell,7640.5,7648.5,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-06-18T13:30:00.000Z,2019-06-18T13:39:00.000Z,9
2019-06-19,ASIA,buy,7728.25,7720.25,8,3,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,24,2019-06-20T00:15:00.000Z,2019-06-20T02:22:00.000Z,127
2019-06-19,NY,buy,7678.75,7670.75,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-06-19T13:30:00.000Z,2019-06-19T13:33:00.000Z,3
2019-06-20,ASIA,buy,7760.25,7752.25,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-06-21T00:27:00.000Z,2019-06-21T01:57:00.000Z,90
2019-06-21,NY,buy,7742.5,7734.5,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2019-06-21T13:45:00.000Z,2019-06-21T13:56:00.000Z,11
2019-06-23,ASIA,sell,7771.25,7776.25,5,-1,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_LOSS,-5,2019-06-24T00:27:00.000Z,2019-06-24T01:47:00.000Z,80
2019-06-24,ASIA,buy,7764.25,7756.25,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-06-25T01:57:00.000Z,2019-06-25T02:28:00.000Z,31
2019-06-24,NY,sell,7775.5,7783.5,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2019-06-24T13:31:00.000Z,2019-06-24T13:48:00.000Z,17
2019-06-25,ASIA,buy,7632.5,7624.5,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-06-26T01:18:00.000Z,2019-06-26T04:59:00.000Z,221
2019-06-25,NY,sell,7744,7752,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2019-06-25T13:36:00.000Z,2019-06-25T13:37:00.000Z,1
2019-06-26,ASIA,buy,7653,7645,8,3,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,24,2019-06-27T00:20:00.000Z,2019-06-27T01:44:00.000Z,84
2019-06-26,NY,sell,7680.5,7688.5,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-06-26T13:31:00.000Z,2019-06-26T13:32:00.000Z,1
2019-06-27,ASIA,sell,7702.5,7710.5,8,-0.0625,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-0.5,2019-06-28T08:30:00.000Z,2019-06-28T08:31:00.000Z,1
2019-06-27,NY,buy,7670.75,7662.75,8,0.6875,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,5.5,2019-06-27T15:19:00.000Z,2019-06-27T15:20:00.000Z,1
2019-06-28,NY,buy,7696.75,7688.75,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-06-28T13:30:00.000Z,2019-06-28T13:39:00.000Z,9
2019-06-30,ASIA,sell,7800.75,7805.75,5,0.8,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_SESSION_END,4,2019-07-01T04:48:00.000Z,2019-07-01T05:00:00.000Z,12
2019-07-01,ASIA,buy,7780.5,7772.5,8,2.15625,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,17.25,2019-07-02T00:35:00.000Z,2019-07-02T05:00:00.000Z,265
2019-07-01,NY,buy,7832.75,7824.75,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2019-07-01T13:32:00.000Z,2019-07-01T13:41:00.000Z,9
2019-07-02,ASIA,buy,7832.25,7824.25,8,-0.46875,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-3.75,2019-07-03T01:00:00.000Z,2019-07-03T05:00:00.000Z,240
2019-07-02,NY,buy,7778,7770,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2019-07-02T13:35:00.000Z,2019-07-02T13:39:00.000Z,4
2019-07-03,ASIA,sell,7889.5,7897.5,8,0.1875,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,1.5,2019-07-04T00:21:00.000Z,2019-07-04T05:00:00.000Z,279
2019-07-03,NY,sell,7857.75,7865.75,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-07-03T14:28:00.000Z,2019-07-03T14:41:00.000Z,13
2019-07-04,ASIA,sell,7903.25,7908.25,5,-0.3,3,5,NO_GAMMA|WIDTH_MEDIUM,NO_GAMMA,CLOSED_SESSION_END,-1.5,2019-07-05T01:15:00.000Z,2019-07-05T05:00:00.000Z,225
2019-07-05,NY,sell,7867.75,7875.75,8,0.09375,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,0.75,2019-07-05T18:32:00.000Z,2019-07-05T18:33:00.000Z,1
2019-07-07,ASIA,sell,7841.75,7846.75,5,2,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_WIN,10,2019-07-08T00:56:00.000Z,2019-07-08T01:33:00.000Z,37
2019-07-08,ASIA,buy,7794.5,7786.5,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-07-09T00:25:00.000Z,2019-07-09T01:36:00.000Z,71
2019-07-09,ASIA,buy,7851.25,7843.25,8,-0.71875,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-5.75,2019-07-10T02:16:00.000Z,2019-07-10T05:00:00.000Z,164
2019-07-09,NY,buy,7773,7765,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2019-07-09T13:31:00.000Z,2019-07-09T13:33:00.000Z,2
2019-07-10,ASIA,buy,7928.75,7920.75,8,1.0625,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,8.5,2019-07-11T12:31:00.000Z,2019-07-11T12:32:00.000Z,1
2019-07-11,ASIA,sell,7922.75,7930.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-07-12T00:16:00.000Z,2019-07-12T00:54:00.000Z,38
2019-07-11,NY,sell,7952,7961.5,9.5,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,19,2019-07-11T14:00:00.000Z,2019-07-11T14:11:00.000Z,11
2019-07-12,NY,sell,7936.25,7943.25,7,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-7,2019-07-12T13:32:00.000Z,2019-07-12T13:45:00.000Z,13
2019-07-14,ASIA,buy,7950.5,7945.5,5,-1,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_LOSS,-5,2019-07-15T01:10:00.000Z,2019-07-15T01:22:00.000Z,12
2019-07-15,ASIA,buy,7995,7987,8,0.0625,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,0.5,2019-07-16T00:29:00.000Z,2019-07-16T05:00:00.000Z,271
2019-07-15,NY,buy,7976.75,7968.75,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-07-15T13:31:00.000Z,2019-07-15T13:37:00.000Z,6
2019-07-16,ASIA,buy,7939.25,7931.25,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-07-17T00:20:00.000Z,2019-07-17T01:09:00.000Z,49
2019-07-17,ASIA,sell,7872.25,7880.25,8,0.09375,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,0.75,2019-07-18T09:19:00.000Z,2019-07-18T09:20:00.000Z,1
2019-07-17,NY,sell,7953,7961,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-07-17T13:31:00.000Z,2019-07-17T13:40:00.000Z,9
2019-07-18,ASIA,buy,7948,7940,8,0.21875,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,1.75,2019-07-19T10:09:00.000Z,2019-07-19T10:10:00.000Z,1
2019-07-18,NY,buy,7873.5,7865.5,8,0.03125,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,0.25,2019-07-18T15:06:00.000Z,2019-07-18T15:07:00.000Z,1
2019-07-19,NY,buy,7950.25,7942.25,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-07-19T13:44:00.000Z,2019-07-19T13:55:00.000Z,11
2019-07-21,ASIA,sell,7847.25,7852.25,5,-0.05,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_SESSION_END,-0.25,2019-07-22T05:11:00.000Z,2019-07-22T05:12:00.000Z,1
2019-07-22,ASIA,buy,7925.25,7917.25,8,0.21875,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,1.75,2019-07-23T05:40:00.000Z,2019-07-23T05:41:00.000Z,1
2019-07-23,ASIA,sell,7950.5,7958.5,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-07-24T00:32:00.000Z,2019-07-24T01:38:00.000Z,66
2019-07-23,NY,sell,7955.5,7963.5,8,0.5,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,4,2019-07-23T17:44:00.000Z,2019-07-23T17:45:00.000Z,1
2019-07-24,ASIA,sell,8016.5,8024.5,8,-0.4375,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-3.5,2019-07-25T03:00:00.000Z,2019-07-25T05:00:00.000Z,120
2019-07-24,NY,sell,7952.75,7960.75,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-07-24T13:33:00.000Z,2019-07-24T13:38:00.000Z,5
2019-07-25,ASIA,buy,7993,7985,8,0.875,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,7,2019-07-26T12:30:00.000Z,2019-07-26T12:31:00.000Z,1
2019-07-26,NY,sell,8011.75,8021.75,10,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-10,2019-07-26T13:33:00.000Z,2019-07-26T13:34:00.000Z,1
2019-07-28,ASIA,sell,8014.5,8019.5,5,2,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_WIN,10,2019-07-29T01:28:00.000Z,2019-07-29T02:30:00.000Z,62
2019-07-29,ASIA,buy,8012.5,8004.5,8,0.15625,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,1.25,2019-07-30T00:41:00.000Z,2019-07-30T05:00:00.000Z,259
2019-07-30,ASIA,buy,7990,7982,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-07-31T00:56:00.000Z,2019-07-31T01:56:00.000Z,60
2019-07-30,NY,sell,7943.5,7951.5,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-07-30T13:32:00.000Z,2019-07-30T13:35:00.000Z,3
2019-07-31,ASIA,buy,7834.75,7826.75,8,-0.8125,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-6.5,2019-08-01T17:53:00.000Z,2019-08-01T17:54:00.000Z,1
2019-08-01,ASIA,buy,7780.5,7772.5,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-02T00:35:00.000Z,2019-08-02T00:51:00.000Z,16
2019-08-01,NY,buy,7876,7868,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-01T13:30:00.000Z,2019-08-01T13:30:00.000Z,0
2019-08-02,NY,sell,7753.5,7760,6.5,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-6.5,2019-08-02T13:30:00.000Z,2019-08-02T13:30:00.000Z,0
2019-08-04,ASIA,buy,7683,7678,5,2,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_WIN,10,2019-08-05T01:15:00.000Z,2019-08-05T01:15:00.000Z,0
2019-08-06,ASIA,sell,7495,7503,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-07T00:48:00.000Z,2019-08-07T00:59:00.000Z,11
2019-08-06,NY,buy,7475,7467,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-06T14:15:00.000Z,2019-08-06T14:19:00.000Z,4
2019-08-07,ASIA,buy,7538.5,7530.5,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-08T00:34:00.000Z,2019-08-08T01:00:00.000Z,26
2019-08-08,ASIA,buy,7713.25,7705.25,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-09T00:26:00.000Z,2019-08-09T00:37:00.000Z,11
2019-08-08,NY,buy,7586.5,7578.5,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2019-08-08T13:35:00.000Z,2019-08-08T13:36:00.000Z,1
2019-08-09,NY,buy,7676.75,7668.75,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-09T13:50:00.000Z,2019-08-09T13:50:00.000Z,0
2019-08-11,ASIA,buy,7646.25,7641.25,5,0.6,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_SESSION_END,3,2019-08-12T08:25:00.000Z,2019-08-12T08:26:00.000Z,1
2019-08-12,ASIA,buy,7582.25,7574.25,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-13T01:15:00.000Z,2019-08-13T01:58:00.000Z,43
2019-08-12,NY,buy,7605.75,7597.75,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2019-08-12T13:30:00.000Z,2019-08-12T13:31:00.000Z,1
2019-08-13,ASIA,sell,7755,7763,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-14T01:15:00.000Z,2019-08-14T01:15:00.000Z,0
2019-08-14,ASIA,sell,7507.75,7515.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-15T01:07:00.000Z,2019-08-15T01:20:00.000Z,13
2019-08-14,NY,sell,7633.75,7641.75,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2019-08-14T13:39:00.000Z,2019-08-14T13:40:00.000Z,1
2019-08-15,ASIA,buy,7508.75,7500.75,8,3,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,24,2019-08-16T00:45:00.000Z,2019-08-16T00:46:00.000Z,1
2019-08-16,NY,sell,7573.5,7581.5,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-16T13:32:00.000Z,2019-08-16T13:35:00.000Z,3
2019-08-18,ASIA,sell,7650,7655,5,-1,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_LOSS,-5,2019-08-19T01:15:00.000Z,2019-08-19T01:32:00.000Z,17
2019-08-19,ASIA,buy,7710,7702,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-20T00:20:00.000Z,2019-08-20T00:50:00.000Z,30
2019-08-19,NY,buy,7708,7700,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-19T14:10:00.000Z,2019-08-19T14:12:00.000Z,2
2019-08-20,NY,sell,7735.75,7743.75,8,-0.28125,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-2.25,2019-08-20T15:10:00.000Z,2019-08-20T15:11:00.000Z,1
2019-08-21,ASIA,sell,7769.5,7777.5,8,0.40625,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,3.25,2019-08-22T12:49:00.000Z,2019-08-22T12:50:00.000Z,1
2019-08-21,NY,buy,7725.5,7715.75,9.75,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-9.75,2019-08-21T18:00:00.000Z,2019-08-21T18:00:00.000Z,0
2019-08-22,ASIA,buy,7714.75,7706.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-23T12:00:00.000Z,2019-08-23T12:00:00.000Z,0
2019-08-22,NY,buy,7760,7752,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-22T13:31:00.000Z,2019-08-22T13:33:00.000Z,2
2019-08-25,ASIA,buy,7414.75,7409.75,5,-1,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_LOSS,-5,2019-08-26T00:50:00.000Z,2019-08-26T00:50:00.000Z,0
2019-08-26,ASIA,sell,7576.25,7584.25,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-27T00:27:00.000Z,2019-08-27T01:00:00.000Z,33
2019-08-26,NY,buy,7554,7546,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-08-26T13:31:00.000Z,2019-08-26T13:31:00.000Z,0
2019-08-27,ASIA,sell,7592.75,7600.75,8,0.15625,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,1.25,2019-08-28T01:15:00.000Z,2019-08-28T05:00:00.000Z,225
2019-08-27,NY,buy,7608.75,7600.75,8,-0.5625,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-4.5,2019-08-27T14:52:00.000Z,2019-08-27T15:00:00.000Z,8
2019-08-28,ASIA,sell,7582.5,7590.5,8,-0.09375,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-0.75,2019-08-29T05:12:00.000Z,2019-08-29T05:13:00.000Z,1
2019-08-28,NY,sell,7534.25,7542.25,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2019-08-28T13:44:00.000Z,2019-08-28T13:44:00.000Z,0
2019-08-29,ASIA,buy,7699.5,7691.5,8,3,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,24,2019-08-30T00:46:00.000Z,2019-08-30T02:28:00.000Z,102
2019-08-29,NY,buy,7690,7682,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2019-08-29T13:31:00.000Z,2019-08-29T13:32:00.000Z,1
2019-09-01,ASIA,buy,7630.75,7625.75,5,-1,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_LOSS,-5,2019-09-02T00:30:00.000Z,2019-09-02T00:37:00.000Z,7
2019-09-02,ASIA,buy,7628.75,7620.75,8,3,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,24,2019-09-03T01:08:00.000Z,2019-09-03T01:36:00.000Z,28
2019-09-03,NY,buy,7629.75,7621.75,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2019-09-03T13:33:00.000Z,2019-09-03T13:34:00.000Z,1
2019-09-04,ASIA,buy,7735,7727,8,3,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,24,2019-09-05T01:20:00.000Z,2019-09-05T01:26:00.000Z,6
2019-09-04,NY,sell,7697.5,7705.5,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-09-04T13:41:00.000Z,2019-09-04T13:46:00.000Z,5
2019-09-05,ASIA,sell,7875.75,7883.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-09-06T00:21:00.000Z,2019-09-06T00:22:00.000Z,1
2019-09-08,ASIA,buy,7867.5,7862.5,5,2,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_WIN,10,2019-09-09T01:48:00.000Z,2019-09-09T02:24:00.000Z,36
2019-09-09,ASIA,buy,7847.75,7839.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-09-10T01:15:00.000Z,2019-09-10T01:50:00.000Z,35
2019-09-09,NY,buy,7872.5,7866.25,6.25,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-6.25,2019-09-09T13:32:00.000Z,2019-09-09T13:35:00.000Z,3
2019-09-10,ASIA,sell,7807.5,7815.5,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-09-11T03:14:00.000Z,2019-09-11T03:32:00.000Z,18
2019-09-10,NY,sell,7806,7814,8,0.3125,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,2.5,2019-09-10T16:23:00.000Z,2019-09-10T16:24:00.000Z,1
2019-09-11,ASIA,sell,7949.5,7957.5,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-09-12T00:22:00.000Z,2019-09-12T03:50:00.000Z,208
2019-09-11,NY,sell,7834,7842,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2019-09-11T13:38:00.000Z,2019-09-11T13:39:00.000Z,1
2019-09-12,ASIA,buy,7929.5,7921.5,8,1.625,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,13,2019-09-13T02:20:00.000Z,2019-09-13T05:00:00.000Z,160
2019-09-12,NY,buy,7937.25,7929.25,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2019-09-12T13:32:00.000Z,2019-09-12T13:33:00.000Z,1
2019-09-15,ASIA,sell,7835.75,7840.75,5,0.6,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_SESSION_END,3,2019-09-16T03:06:00.000Z,2019-09-16T05:00:00.000Z,114
2019-09-16,ASIA,sell,7885.25,7893.25,8,3,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,24,2019-09-17T00:50:00.000Z,2019-09-17T01:59:00.000Z,69
