session_date,session_name,side,entry_price,initial_stop,risk_points,r_multiple,applied_rr,applied_sl_default,regime_bucket,gamma_regime,exit_category,pnl_points,entry_time_utc,exit_bar_utc,hold_minutes
2018-01-01,ASIA,buy,6420.5,6415.5,5,-1,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_LOSS,-5,2018-01-02T01:32:00.000Z,2018-01-02T02:53:00.000Z,81
2018-01-02,ASIA,sell,6519.25,6527.25,8,-0.3125,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-2.5,2018-01-03T01:30:00.000Z,2018-01-03T06:00:00.000Z,270
2018-01-02,NY,buy,6432.75,6423.75,9,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,18,2018-01-02T14:32:00.000Z,2018-01-02T14:40:00.000Z,8
2018-01-03,ASIA,sell,6585.75,6590.75,5,-1,3,5,NO_GAMMA|WIDTH_MEDIUM,NO_GAMMA,CLOSED_LOSS,-5,2018-01-04T01:23:00.000Z,2018-01-04T03:15:00.000Z,112
2018-01-04,NY,buy,6602.75,6592.75,10,-1,2,8,NO_GAMMA|WIDTH_MEDIUM,NO_GAMMA,CLOSED_LOSS,-10,2018-01-04T14:30:00.000Z,2018-01-04T14:43:00.000Z,13
2018-01-05,NY,sell,6629,6637,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-01-05T14:32:00.000Z,2018-01-05T15:55:00.000Z,83
2018-01-08,NY,buy,6660,6654.25,5.75,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,11.5,2018-01-08T14:30:00.000Z,2018-01-08T14:34:00.000Z,4
2018-01-09,ASIA,sell,6679.75,6684.75,5,-1,3,5,NO_GAMMA|WIDTH_MEDIUM,NO_GAMMA,CLOSED_LOSS,-5,2018-01-10T01:26:00.000Z,2018-01-10T01:37:00.000Z,11
2018-01-09,NY,buy,6698.25,6690.5,7.75,-1,2,8,NO_GAMMA|WIDTH_MEDIUM,NO_GAMMA,CLOSED_LOSS,-7.75,2018-01-09T14:31:00.000Z,2018-01-09T14:36:00.000Z,5
2018-01-10,ASIA,sell,6680.5,6688.5,8,-0.125,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-1,2018-01-11T04:30:00.000Z,2018-01-11T06:00:00.000Z,90
2018-01-10,NY,buy,6647.75,6640.5,7.25,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-7.25,2018-01-10T14:51:00.000Z,2018-01-10T14:52:00.000Z,1
2018-01-11,ASIA,buy,6720.25,6712.25,8,0.3125,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,2.5,2018-01-12T01:15:00.000Z,2018-01-12T06:00:00.000Z,285
2018-01-11,NY,sell,6691.25,6697.75,6.5,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,13,2018-01-11T15:00:00.000Z,2018-01-11T15:34:00.000Z,34
2018-01-12,NY,sell,6735.75,6744.25,8.5,-1,2,8,NO_GAMMA|WIDTH_MEDIUM,NO_GAMMA,CLOSED_LOSS,-8.5,2018-01-12T15:15:00.000Z,2018-01-12T15:39:00.000Z,24
2018-01-14,ASIA,sell,6786,6791,5,-1,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_LOSS,-5,2018-01-15T01:21:00.000Z,2018-01-15T03:25:00.000Z,124
2018-01-15,ASIA,buy,6779.75,6771.75,8,1.5625,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,12.5,2018-01-16T01:20:00.000Z,2018-01-16T06:00:00.000Z,280
2018-01-15,NY,buy,6777.75,6769.75,8,0.625,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,5,2018-01-15T15:49:00.000Z,2018-01-15T16:00:00.000Z,11
2018-01-16,ASIA,buy,6760,6752,8,0.8125,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,6.5,2018-01-17T01:52:00.000Z,2018-01-17T06:00:00.000Z,248
2018-01-16,NY,buy,6810.25,6802.25,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-01-16T14:30:00.000Z,2018-01-16T14:35:00.000Z,5
2018-01-17,ASIA,sell,6833.75,6841.75,8,0.03125,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,0.25,2018-01-18T19:01:00.000Z,2018-01-18T19:02:00.000Z,1
2018-01-17,NY,sell,6784,6791.5,7.5,-0.13333333333333333,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-1,2018-01-17T16:11:00.000Z,2018-01-17T16:12:00.000Z,1
2018-01-18,ASIA,buy,6817,6809,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-01-19T02:38:00.000Z,2018-01-19T03:22:00.000Z,44
2018-01-18,NY,buy,6804.25,6796.25,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-01-18T15:04:00.000Z,2018-01-18T15:13:00.000Z,9
2018-01-19,NY,buy,6841.25,6833.25,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-01-19T14:30:00.000Z,2018-01-19T14:53:00.000Z,23
2018-01-21,ASIA,sell,6836.75,6841.75,5,-1,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_LOSS,-5,2018-01-22T01:26:00.000Z,2018-01-22T02:04:00.000Z,38
2018-01-22,ASIA,sell,6934.75,6939.75,5,-1,3,5,NO_GAMMA|WIDTH_MEDIUM,NO_GAMMA,CLOSED_LOSS,-5,2018-01-23T01:15:00.000Z,2018-01-23T03:58:00.000Z,163
2018-01-22,NY,sell,6845,6853,8,-1,2,8,NO_GAMMA|WIDTH_MEDIUM,NO_GAMMA,CLOSED_LOSS,-8,2018-01-22T14:36:00.000Z,2018-01-22T14:54:00.000Z,18
2018-01-23,ASIA,sell,6967.5,6975.5,8,0.1875,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,1.5,2018-01-24T01:34:00.000Z,2018-01-24T06:00:00.000Z,266
2018-01-24,ASIA,buy,6939.75,6931.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-01-25T01:38:00.000Z,2018-01-25T02:12:00.000Z,34
2018-01-24,NY,buy,6976.5,6971,5.5,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-5.5,2018-01-24T14:37:00.000Z,2018-01-24T14:49:00.000Z,12
2018-01-25,NY,buy,6970.25,6962.25,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-01-25T14:31:00.000Z,2018-01-25T14:32:00.000Z,1
2018-01-26,NY,sell,6964.75,6972,7.25,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,14.5,2018-01-26T14:30:00.000Z,2018-01-26T14:33:00.000Z,3
2018-01-29,ASIA,sell,6994.5,7002.5,8,3,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,24,2018-01-30T01:22:00.000Z,2018-01-30T03:45:00.000Z,143
2018-01-29,NY,sell,7009.5,7017.5,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-01-29T14:31:00.000Z,2018-01-29T14:35:00.000Z,4
2018-01-30,ASIA,buy,6943.5,6935.5,8,0.53125,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,4.25,2018-01-31T05:44:00.000Z,2018-01-31T06:00:00.000Z,16
2018-01-30,NY,sell,6962.25,6968.5,6.25,1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,6.25,2018-01-30T16:00:00.000Z,2018-01-30T16:01:00.000Z,1
2018-01-31,ASIA,buy,6979,6971,8,0.3125,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,2.5,2018-02-01T01:23:00.000Z,2018-02-01T06:00:00.000Z,277
2018-01-31,NY,buy,6977.5,6969.5,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-01-31T14:30:00.000Z,2018-01-31T15:45:00.000Z,75
2018-02-01,ASIA,sell,6942.75,6950.75,8,1.5,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,12,2018-02-02T03:42:00.000Z,2018-02-02T06:00:00.000Z,138
2018-02-01,NY,sell,6954.5,6963.75,9.25,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-9.25,2018-02-01T14:58:00.000Z,2018-02-01T15:40:00.000Z,42
2018-02-02,NY,buy,6881,6873,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-02-02T14:39:00.000Z,2018-02-02T14:41:00.000Z,2
2018-02-04,ASIA,buy,6727,6722,5,2,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_WIN,10,2018-02-05T02:35:00.000Z,2018-02-05T03:22:00.000Z,47
2018-02-05,ASIA,sell,6446.5,6454.5,8,-2.75,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-22,2018-02-06T07:06:00.000Z,2018-02-06T07:07:00.000Z,1
2018-02-05,NY,sell,6704.5,6710,5.5,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,11,2018-02-05T14:30:00.000Z,2018-02-05T14:30:00.000Z,0
2018-02-06,ASIA,sell,6655.5,6663.5,8,3,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,24,2018-02-07T01:49:00.000Z,2018-02-07T02:46:00.000Z,57
2018-02-07,ASIA,buy,6549.75,6541.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-02-08T01:15:00.000Z,2018-02-08T01:18:00.000Z,3
2018-02-07,NY,buy,6631.25,6623.25,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-02-07T14:30:00.000Z,2018-02-07T14:30:00.000Z,0
2018-02-08,ASIA,buy,6349.5,6341.5,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-02-09T01:27:00.000Z,2018-02-09T01:31:00.000Z,4
2018-02-08,NY,buy,6582.75,6574.75,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-02-08T14:33:00.000Z,2018-02-08T14:33:00.000Z,0
2018-02-09,NY,buy,6333.25,6325.25,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-02-09T15:44:00.000Z,2018-02-09T15:44:00.000Z,0
2018-02-11,ASIA,sell,6449.75,6454.75,5,0.3,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_SESSION_END,1.5,2018-02-12T05:56:00.000Z,2018-02-12T06:00:00.000Z,4
2018-02-12,ASIA,buy,6517.5,6509.5,8,-0.03125,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-0.25,2018-02-13T04:31:00.000Z,2018-02-13T06:00:00.000Z,89
2018-02-12,NY,buy,6483.5,6475.5,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-02-12T14:37:00.000Z,2018-02-12T14:41:00.000Z,4
2018-02-13,ASIA,buy,6560.5,6552.5,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-02-14T02:13:00.000Z,2018-02-14T04:33:00.000Z,140
2018-02-13,NY,sell,6509,6517,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-02-13T14:37:00.000Z,2018-02-13T14:43:00.000Z,6
2018-02-14,ASIA,buy,6687,6679,8,-0.71875,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-5.75,2018-02-15T15:59:00.000Z,2018-02-15T16:00:00.000Z,1
2018-02-14,NY,sell,6588.5,6596.5,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-02-14T15:10:00.000Z,2018-02-14T15:18:00.000Z,8
2018-02-15,ASIA,sell,6830.75,6838.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-02-16T05:17:00.000Z,2018-02-16T05:18:00.000Z,1
2018-02-15,NY,buy,6719.5,6713.75,5.75,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-5.75,2018-02-15T14:31:00.000Z,2018-02-15T14:35:00.000Z,4
2018-02-16,NY,sell,6831,6839,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-02-16T15:35:00.000Z,2018-02-16T15:59:00.000Z,24
2018-02-18,ASIA,sell,6809,6814,5,-1,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_LOSS,-5,2018-02-19T01:54:00.000Z,2018-02-19T04:05:00.000Z,131
2018-02-19,ASIA,sell,6790,6798,8,0.875,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,7,2018-02-20T04:05:00.000Z,2018-02-20T06:00:00.000Z,115
2018-02-19,NY,buy,6798.25,6790.25,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-02-19T14:34:00.000Z,2018-02-19T14:35:00.000Z,1
2018-02-20,ASIA,sell,6800.75,6808.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-02-21T01:20:00.000Z,2018-02-21T02:16:00.000Z,56
2018-02-21,ASIA,sell,6725.75,6733.75,8,-0.3125,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-2.5,2018-02-22T04:27:00.000Z,2018-02-22T06:00:00.000Z,93
2018-02-21,NY,buy,6801.5,6793.5,8,0.78125,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,6.25,2018-02-21T20:10:00.000Z,2018-02-21T20:11:00.000Z,1
2018-02-22,ASIA,sell,6801.25,6809.25,8,-0.25,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-2,2018-02-23T02:25:00.000Z,2018-02-23T06:00:00.000Z,215
2018-02-22,NY,buy,6774.75,6766.75,8,0.09375,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,0.75,2018-02-22T18:14:00.000Z,2018-02-22T18:15:00.000Z,1
2018-02-23,NY,sell,6822.25,6827.75,5.5,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,11,2018-02-23T14:34:00.000Z,2018-02-23T14:37:00.000Z,3
2018-02-25,ASIA,buy,6894.5,6889.5,5,2,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_WIN,10,2018-02-26T01:15:00.000Z,2018-02-26T02:37:00.000Z,82
2018-02-26,ASIA,buy,7002.5,6994.5,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-02-27T02:23:00.000Z,2018-02-27T03:16:00.000Z,53
2018-02-26,NY,sell,6938.25,6946.25,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-02-26T14:32:00.000Z,2018-02-26T14:34:00.000Z,2
2018-02-27,ASIA,sell,6929.25,6937.25,8,-0.09375,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-0.75,2018-02-28T09:49:00.000Z,2018-02-28T09:50:00.000Z,1
2018-02-27,NY,buy,6989.75,6982.5,7.25,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-7.25,2018-02-27T14:31:00.000Z,2018-02-27T14:52:00.000Z,21
2018-02-28,ASIA,sell,6877.5,6885.5,8,-0.25,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-2,2018-03-01T07:00:00.000Z,2018-03-01T07:01:00.000Z,1
2018-02-28,NY,buy,6930.5,6922.5,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-02-28T14:41:00.000Z,2018-02-28T14:53:00.000Z,12
2018-03-01,ASIA,sell,6775.5,6783.5,8,0.40625,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,3.25,2018-03-02T07:00:00.000Z,2018-03-02T07:01:00.000Z,1
2018-03-01,NY,buy,6848.75,6841,7.75,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-7.75,2018-03-01T14:40:00.000Z,2018-03-01T14:42:00.000Z,2
2018-03-02,NY,buy,6680,6675,5,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,10,2018-03-02T14:31:00.000Z,2018-03-02T14:31:00.000Z,0
2018-03-04,ASIA,sell,6796.5,6801.5,5,-1,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_LOSS,-5,2018-03-05T01:16:00.000Z,2018-03-05T01:20:00.000Z,4
2018-03-05,ASIA,sell,6888.75,6896.75,8,-0.28125,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-2.25,2018-03-06T01:22:00.000Z,2018-03-06T06:00:00.000Z,278
2018-03-05,NY,sell,6797.75,6805.75,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-03-05T14:33:00.000Z,2018-03-05T14:38:00.000Z,5
2018-03-06,ASIA,buy,6816.75,6808.75,8,-0.125,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-1,2018-03-07T06:36:00.000Z,2018-03-07T06:37:00.000Z,1
2018-03-06,NY,sell,6920.75,6926,5.25,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,10.5,2018-03-06T14:32:00.000Z,2018-03-06T14:35:00.000Z,3
2018-03-07,NY,buy,6864.25,6856.25,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-03-07T14:30:00.000Z,2018-03-07T14:30:00.000Z,0
2018-03-08,ASIA,buy,6982,6974,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-03-09T02:02:00.000Z,2018-03-09T02:16:00.000Z,14
2018-03-08,NY,sell,6961,6969,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-03-08T14:31:00.000Z,2018-03-08T14:35:00.000Z,4
2018-03-11,ASIA,buy,7146,7141,5,0.05,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_SESSION_END,0.25,2018-03-12T13:31:00.000Z,2018-03-12T13:32:00.000Z,1
2018-03-12,ASIA,sell,7156.75,7164.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-03-13T00:44:00.000Z,2018-03-13T04:37:00.000Z,233
2018-03-12,NY,sell,7158,7166,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-03-12T13:38:00.000Z,2018-03-12T13:44:00.000Z,6
2018-03-13,ASIA,buy,7064.5,7059.5,5,-1,3,5,NO_GAMMA|WIDTH_MEDIUM,NO_GAMMA,CLOSED_LOSS,-5,2018-03-14T00:24:00.000Z,2018-03-14T00:29:00.000Z,5
2018-03-13,NY,buy,7173.75,7164.25,9.5,-1,2,8,NO_GAMMA|WIDTH_MEDIUM,NO_GAMMA,CLOSED_LOSS,-9.5,2018-03-13T14:36:00.000Z,2018-03-13T14:52:00.000Z,16
2018-03-14,ASIA,sell,7068.5,7076.5,8,0.4375,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,3.5,2018-03-15T02:40:00.000Z,2018-03-15T05:00:00.000Z,140
2018-03-14,NY,sell,7109.25,7117.25,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-03-14T13:31:00.000Z,2018-03-14T13:33:00.000Z,2
2018-03-15,ASIA,sell,7078.75,7086.75,8,0.34375,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,2.75,2018-03-16T13:30:00.000Z,2018-03-16T13:31:00.000Z,1
2018-03-15,NY,buy,7054,7048.5,5.5,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,11,2018-03-15T13:35:00.000Z,2018-03-15T13:35:00.000Z,0
2018-03-16,NY,buy,7062.25,7055.25,7,-0.21428571428571427,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,-1.5,2018-03-16T15:14:00.000Z,2018-03-16T15:15:00.000Z,1
2018-03-19,ASIA,sell,6885.5,6893.5,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-03-20T00:25:00.000Z,2018-03-20T00:39:00.000Z,14
2018-03-19,NY,buy,6957.25,6949.25,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-03-19T13:31:00.000Z,2018-03-19T13:35:00.000Z,4
2018-03-20,ASIA,sell,6914.25,6922.25,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-03-21T01:06:00.000Z,2018-03-21T04:50:00.000Z,224
2018-03-21,ASIA,buy,6887.75,6879.75,8,0.21875,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,1.75,2018-03-22T03:09:00.000Z,2018-03-22T05:00:00.000Z,111
2018-03-21,NY,sell,6889.75,6897.75,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-03-21T13:31:00.000Z,2018-03-21T13:53:00.000Z,22
2018-03-22,ASIA,buy,6636.75,6628.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-03-23T00:31:00.000Z,2018-03-23T00:51:00.000Z,20
2018-03-22,NY,sell,6807.75,6815.75,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-03-22T13:48:00.000Z,2018-03-22T13:54:00.000Z,6
2018-03-23,NY,buy,6680,6672,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-03-23T13:40:00.000Z,2018-03-23T13:44:00.000Z,4
2018-03-25,ASIA,buy,6570.5,6565.5,5,-1,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_LOSS,-5,2018-03-26T15:17:00.000Z,2018-03-26T15:17:00.000Z,0
2018-03-26,ASIA,buy,6793.75,6785.75,8,0.0625,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,0.5,2018-03-27T13:33:00.000Z,2018-03-27T13:34:00.000Z,1
2018-03-26,NY,buy,6663.75,6655.75,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-03-26T13:35:00.000Z,2018-03-26T13:41:00.000Z,6
2018-03-27,ASIA,buy,6559,6551,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-03-28T00:57:00.000Z,2018-03-28T01:22:00.000Z,25
2018-03-28,ASIA,sell,6482.75,6490.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-03-29T00:18:00.000Z,2018-03-29T00:24:00.000Z,6
2018-03-28,NY,sell,6573.25,6582.25,9,1.4444444444444444,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,13,2018-03-28T16:20:00.000Z,2018-03-28T16:21:00.000Z,1
2018-03-29,NY,sell,6519.75,6527.75,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-03-29T13:32:00.000Z,2018-03-29T13:32:00.000Z,0
2018-04-01,ASIA,buy,6561.75,6556.75,5,2,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_WIN,10,2018-04-02T00:32:00.000Z,2018-04-02T01:12:00.000Z,40
2018-04-02,ASIA,buy,6411.75,6403.75,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-04-03T00:23:00.000Z,2018-04-03T02:38:00.000Z,135
2018-04-02,NY,buy,6538.75,6530.75,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-04-02T13:31:00.000Z,2018-04-02T13:35:00.000Z,4
2018-04-03,ASIA,sell,6452,6460,8,1.125,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_SESSION_END,9,2018-04-04T00:37:00.000Z,2018-04-04T05:00:00.000Z,263
2018-04-03,NY,buy,6436.75,6428.75,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-04-03T13:34:00.000Z,2018-04-03T13:38:00.000Z,4
2018-04-04,ASIA,sell,6599,6607,8,-1,3,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-04-05T01:35:00.000Z,2018-04-05T01:51:00.000Z,16
2018-04-04,NY,sell,6361.75,6369.75,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-04-04T13:31:00.000Z,2018-04-04T13:32:00.000Z,1
2018-04-05,NY,sell,6630,6638.25,8.25,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8.25,2018-04-05T13:32:00.000Z,2018-04-05T13:33:00.000Z,1
2018-04-06,NY,buy,6526.5,6518.5,8,2,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_WIN,16,2018-04-06T13:30:00.000Z,2018-04-06T13:31:00.000Z,1
2018-04-08,ASIA,buy,6484.75,6479.75,5,2,2,5,NO_GAMMA|WIDTH_UNKNOWN,NO_GAMMA,CLOSED_WIN,10,2018-04-09T01:43:00.000Z,2018-04-09T02:01:00.000Z,18
2018-04-09,NY,sell,6501.75,6509.75,8,-1,2,8,NO_GAMMA|WIDTH_WIDE,NO_GAMMA,CLOSED_LOSS,-8,2018-04-09T13:45:00.000Z,2018-04-09T13:46:00.000Z,1
